original_title,director,cast,production_companies,genres,keywords,runtime,release_date,release_year,budget,budget_adj,revenue,revenue_adj,vote_count,vote_average,popularity,has_homepage
The Sweetest Thing,Roger Kumble,Cameron Diaz|Christina Applegate|Thomas Jane|Selma Blair|Jason Bateman,Konrad Pictures,Romance|Comedy,roommate|marriage|bloopers during credits|aftercreditsstinger|duringcreditsstinger,84,2002-04-12,2002,43000000,52127239,68696770,83278442,164,5.4,0.821206,True
Bend It Like Beckham,Gurinder Chadha,Parminder Nagra|Keira Knightley|Jonathan Rhys Meyers|Anupam Kher|Shaheen Khan,Fox Searchlight Pictures|Kintop Pictures|FilmfÃ¶rderung Hamburg|UK Film Council,Comedy|Drama|Romance,london|gay|tradition|broken engagement|culture clash,112,2002-04-11,2002,3500159,4243107,76578641,92833330,309,6.0,1.496493,True
The Skulls II,Joe Chappelle,Robin Dunne|Nathan West|Ashley Tesoro|Lindy Booth|James Gallanders,Original Film|Newmarket Capital Group|Universal Home Entertainment,Action|Comedy|Thriller|Romance,secret|coffin|literature|brotherhood|connecticut,99,2002-04-09,2002,3800000,4606593,0,0,11,6.0,0.378343,False
Changing Lanes,Roger Michell,Ben Affleck|Samuel L. Jackson|Kim Staunton|Toni Collette|Sydney Pollack,Paramount Pictures,Action|Adventure|Crime|Thriller,new york|custody battle|suspense|lawyer,89,2002-04-07,2002,45000000,54551762,94935764,115086961,169,5.7,0.742412,False
Big Trouble,Barry Sonnenfeld,Tim Allen|Rene Russo|Patrick Warburton|Ben Foster|Zooey Deschanel,Touchstone Pictures,Action|Comedy|Thriller,gadfly,85,2002-04-05,2002,40000000,48490455,8493890,10296814,35,6.2,0.185041,False
High Crimes,Carl Franklin,Ashley Judd|Morgan Freeman|Jim Caviezel|Amanda Peet|Adam Scott,Twentieth Century Fox Film Corporation|Regency Enterprises|Monarch Pictures|Epsilon Motion Pictures|New Regency Pictures,Drama|Mystery|Thriller|Crime,based on novel|witness|village|court|love,115,2002-04-03,2002,42000000,50914978,63781810,77320225,91,6.0,0.569956999999999,False
Barbershop,Tim Story,Ice Cube|Anthony Anderson|Cedric the Entertainer|Sean Patrick Thomas|Eve,Metro-Goldwyn-Mayer (MGM),Comedy|Drama,hairdresser|shop|neighbor|debt|meeting,102,2002-04-01,2002,12000000,14547136,75781642,91867158,75,6.2,0.880807,False
National Lampoonâ€™s Van Wilder,Walt Becker,Ryan Reynolds|Tara Reid|Tim Matheson|Kal Penn|Simon Helberg,Tapestry Films|Artisan Entertainment,Comedy|Romance,sex|college|doggystyle|flirting|exposÃ©,92,2002-03-29,2002,5000000,6061306,38275483,46399890,684,5.9,1.5685280000000001,False
Panic Room,David Fincher,Jodie Foster|Kristen Stewart|Forest Whitaker|Dwight Yoakam|Jared Leto,Columbia Pictures Corporation|Hofflund/Polone|Indelible Productions,Crime|Drama|Thriller,burglar|bunker|housebreaking|safe|money,112,2002-03-29,2002,48000000,58188546,196397415,238085004,670,6.4,1.694723,True
Death to Smoochy,Danny DeVito,Robin Williams|Catherine Keener|Edward Norton|Danny DeVito|Jon Stewart,Senator Film Produktion|Mad Chance|Warner Bros.|Filmfour,Comedy|Crime|Drama|Thriller,corruption|moderator|tv show|success|irish mafia,109,2002-03-28,2002,55000000,66674376,0,0,63,5.9,0.185909,False
The Rookie,John Lee Hancock,Dennis Quaid|Rachel Griffiths|Beth Grant|Angus T. Jones|Brian Cox,Walt Disney Pictures|Gran Via Productions|98 MPH Productions,Drama|Family,father-son relationship|baseball|sports team|sport|life's dream,127,2002-03-25,2002,20000000,24245227,75597042,91643375,42,6.0,0.494021,False
Sorority Boys,Wallace Wolodarsky,Barry Watson|Michael Rosenbaum|Harland Williams|Melissa Sagemiller|Tony Denman,Touchstone Pictures,Comedy,t shirt|drag|yearbook|roofie,93,2002-03-22,2002,12000000,14547136,0,0,23,5.4,0.622035,False
Blade II,Guillermo del Toro,Wesley Snipes|Kris Kristofferson|Ron Perlman|Leonor Varela|Norman Reedus,"New Line Cinema|Marvel Entertainment, LLC|Amen Ra Films|Milk & Honey|Imaginary Forces",Science Fiction|Horror|Action|Thriller,katana|mutation|silver|superhero|tragic villain,117,2002-03-22,2002,54000000,65462115,155010032,187912677,961,6.1,1.778527,True
Ali G Indahouse,Mark Mylod,Sacha Baron Cohen|Michael Gambon|Charles Dance|Kellie Bright|Martin Freeman,Universal Pictures|WT2 Productions,Comedy,hip-hop|prime minister|minister|queen elisabeth ii|rapper,85,2002-03-21,2002,0,0,0,0,175,6.0,0.578890999999999,False
The Century of the Self,Adam Curtis,Martin Bergmann|Ann Bernays|Edward Bernays|Anna Freud|Sigmund Freud,British Broadcasting Corporation (BBC)|RDF Media,Documentary,tv mini-series,235,2002-03-17,2002,0,0,0,0,14,8.3,0.09060499999999999,False
Clockstoppers,Jonathan Frakes,Jesse Bradford|Paula GarcÃ©s|Robin Thomas|French Stewart|Michael Biehn,Paramount Pictures|Nickelodeon Movies|Valhalla Motion Pictures,Adventure|Family|Science Fiction|Thriller,time|airplane|youth|wristwatch,94,2002-03-17,2002,26000000,31518796,38793283,47027599,47,4.5,0.440499,False
Resident Evil,Paul W.S. Anderson,Milla Jovovich|Michelle Rodriguez|Eric Mabius|Ryan McCluskey|Oscar Pearce,Impact Pictures|Davis-Films|New Legacy|Constantin Film Produktion,Horror|Action|Science Fiction,undercover|mutant|dystopia|conspiracy|zombies,100,2002-03-15,2002,33000000,40004625,102441078,124185363,1265,6.3,3.3266459999999998,True
Showtime,Tom Dey,Robert De Niro|Rachael Harris|Eddie Murphy|Zaid Farid|William Shatner,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|Tribeca Productions|Overbrook Entertainment,Action|Comedy,police operation|police everyday life|fugitive,95,2002-03-14,2002,85000000,103042218,77741732,94243300,148,5.2,0.570851,True
Tom and Jerry: The Magic Ring,James T. Walker,Jeff Bennett|Frank Welker|Charlie Schlatter|Jim Cummings,Warner Home Video,Animation|Comedy|Family,tom and jerry,62,2002-03-12,2002,0,0,0,0,25,6.7,0.287346,False
Ice Age,Chris Wedge|Carlos Saldanha,Ray Romano|John Leguizamo|Denis Leary|Goran Visnjic|Jack Black,Twentieth Century Fox Film Corporation|Blue Sky Studios|Twentieth Century Fox Animation,Animation|Comedy|Family|Adventure,human evolution|parents kids relationship|squirrel|ice|loss of child,81,2002-03-10,2002,59000000,71523422,383257136,464607829,2270,6.9,4.4675129999999905,True
Firestarter 2: Rekindled,Robert Iscove,Marguerite Moreau|Malcolm McDowell|Dennis Hopper|Danny Nucci|Skye McCole Bartusiak,USA Films|Traveler's Rest Films|USA Cable Network,TV Movie|Horror|Science Fiction|Thriller,fire|supernatural,168,2002-03-10,2002,10000000,12122613,0,0,17,5.0,0.313973,False
All About the Benjamins,Kevin Bray,Ice Cube|Mike Epps|Tommy Flanagan|Carmen Chaplin|Eva Mendes,New Line Cinema,Action|Adventure|Comedy,record store|sexuality|autograph|underwear|painting,95,2002-03-08,2002,14000000,16971659,25482931,30891973,22,6.4,0.23421,False
Cadet Kelly,Larry Shaw,Hilary Duff|Christy Carlson Romano|Gary Cole|Shawn Ashmore|Aimee Garcia,Walt Disney Pictures,Drama|Comedy|Family|TV Movie,military school,101,2002-03-07,2002,0,0,0,0,78,5.1,0.359055,False
The Time Machine,Simon Wells,Guy Pearce|Samantha Mumba|Phyllida Law|Laura Kirk|Mark Addy,DreamWorks SKG|Warner Bros.,Science Fiction|Adventure|Action,future|time machine,96,2002-03-04,2002,80000000,96980911,123729176,149992103,341,5.6,0.875246999999999,True
We Were Soldiers,Randall Wallace,Mel Gibson|Greg Kinnear|Madeleine Stowe|Sam Elliott|Chris Klein,Paramount Pictures|Icon Entertainment International|Wheelhouse Entertainment|Motion Picture Production GmbH & Co. Erste KG,Action|History|War,vietnam veteran|missile|vietnam war|army|major,138,2002-03-01,2002,75000000,90919604,114660784,138998841,332,6.5,0.936666,False
40 Days and 40 Nights,Michael Lehmann,Josh Hartnett|Shannyn Sossamon|Adam Trese|Emmanuelle Vaugier|Barry Newman,Miramax Films|Universal Pictures|Working Title Films,Comedy|Romance,sex addiction|laundromat,94,2002-03-01,2002,17000000,20608443,0,0,168,5.3,0.7711640000000001,False
Shottas,Cess Silvera|Adam Doench|Lyndale V. Pettus,Ky-Mani Marley|Spragga Benz|Paul Campbell|Louie Rankin|Wyclef Jean,Access Pictures|Jean Silvera Films,Action|Adventure|Crime|Drama,crime boss|police chase|strong violence|brutal violence|gang violence,95,2002-02-27,2002,200000,242452,0,0,20,7.2,0.279762,False
Cinderella II: Dreams Come True,John Kafka,Jennifer Hale|Rob Paulsen|Corey Burton|Andre Stojka|Russi Taylor,Walt Disney Television Animation|Walt Disney Animation Japan,Animation|Fantasy|Romance,cinderella|princess|anthropomorphic animal|cartoon mouse,74,2002-02-23,2002,5000000,6061306,0,0,154,5.6,1.494612,False
How to Kill Your Neighbor's Dog,Michael Kalesniko,Kenneth Branagh|Robin Wright|Suzi Hofrichter|Lynn Redgrave|Jared Harris,,Comedy|Drama,screenplay|rage and hate|alzheimer|stalker|independent film,107,2002-02-22,2002,0,0,0,0,12,7.3,0.252905,False
Dragonfly,Tom Shadyac,Kevin Costner|Joe Morton|Ron Rifkin|Susanna Thompson|Kathy Bates,Universal Pictures|Spyglass Entertainment|Shady Acres Entertainment|Gran Via Productions|Kalima Productions GmbH & Co. KG,Drama,pregnancy and birth|voice|dragonfly|car crash|jungle,104,2002-02-22,2002,60000000,72735683,52322400,63428425,101,6.2,0.281325,False
My Big Fat Greek Wedding,Joel Zwick,Nia Vardalos|John Corbett|Lainie Kazan|Michael Constantine|Andrea Martin,MPH Entertainment|Playtone Productions|Gold Circle Films,Comedy|Drama|Romance,usa|parents kids relationship|greece|culture clash|midlife crisis,95,2002-02-22,2002,5000000,6061306,368744044,447014168,395,6.1,1.271588,False
Balto II: Wolf Quest,Phil Weinstein,Maurice LaMarche|Jodi Benson|Lacey Chabert|David Carradine|Mark Hamill,Universal Studios,Family|Animation|Adventure,,75,2002-02-19,2002,0,0,0,0,47,6.2,0.529277,False
Hart's War,Gregory Hoblit,Bruce Willis|Colin Farrell|Terrence Howard|Marcel IureÈ™|Cole Hauser,David Foster Productions|Cheyenne Enterprises|Metro-Goldwyn-Mayer (MGM)|David Ladd Films,Drama|War,black people|world war ii|prisoner of war|prisoner of war camp|us army,125,2002-02-15,2002,70000000,84858297,32287044,39140336,138,5.7,0.558747,False
John Q,Nick Cassavetes,Denzel Washington|Robert Duvall|Anne Heche|Kimberly Elise|Daniel E. Smith,New Line Cinema|Burg/Koules Productions|Evolution Entertainment,Drama|Thriller|Crime,father-son relationship|chicago|heart attack|kidnapper|heart disease,116,2002-02-15,2002,36000000,43641410,102244770,123947387,317,7.1,0.782771,False
Crossroads,Tamra Davis,Britney Spears|Zoe Saldana|Taryn Manning|Anson Mount|Dan Aykroyd,Paramount Pictures|MTV Films,Action|Adventure|Comedy|Drama|Family,dancing|women|sex|karaoke|dream,93,2002-02-15,2002,12000000,14547136,61141030,74118910,99,5.1,0.462287,False
Return to Never Land,Robin Budd|Donovan Cook,Harriet Owen|Blayne Weaver|Jeff Bennett|Kath Soucie|Corey Burton,Walt Disney Pictures|Walt Disney Television Animation|Walt Disney Animation Australia|DisneyToon Studios|Walt Disney Animation Canada,Adventure|Fantasy|Animation|Family,animation,72,2002-02-14,2002,20000000,24245227,109862682,133182287,174,6.2,0.678896,False
24 Hour Party People,Michael Winterbottom,Steve Coogan|Paddy Considine|Sean Harris|Lennie James|Shirley Henderson,WAVEpictures|The Film Consortium|Baby Cow Productions,Comedy|Drama,manchester city|nightclub|musical|celebration,117,2002-02-13,2002,0,0,0,0,53,6.6,0.360948,True
Amen.,Costa-Gavras,Ulrich Tukur|Mathieu Kassovitz|Ulrich MÃ¼he|Michel Duchaussoy|Marcel IureÈ™,Renn Productions|TF1 Films Production|Canal+|K.G Productions|KC Medien,Drama|History,vatican|pope|concentration camp|holocaust|schutzstaffel,132,2002-02-13,2002,0,0,0,0,45,7.1,0.24455,False
Lost in La Mancha,Keith Fulton|Louis Pepe,Terry Gilliam|Tony Grisoni|Philip A. Patterson|RenÃ© Cleitman|Nicola Pecorini,Quixote Films|Low Key Productions|Eastcroft Productions,Documentary|Foreign,director|don quixote|cervantes,93,2002-02-11,2002,0,0,0,0,31,7.0,0.144924,False
Queen of the Damned,Michael Rymer,Stuart Townsend|Aaliyah|Marguerite Moreau|Vincent PÃ©rez|Paul McGann,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|WV Films LLC|Material,Drama|Fantasy|Horror,queen|rock star|secret society|vampire|light,101,2002-02-10,2002,35000000,42429148,45479110,55132569,117,5.2,0.698611,False
Rollerball,John McTiernan,Chris Klein|LL Cool J|Rebecca Romijn|Naveen Andrews|Jean Reno,Atlas Entertainment|Toho-Towa|Mosaic Media Group|Yorktown Productions|Helkon Media AG,Action|Science Fiction|Thriller,manager|arena|dystopia|wrestling|sport,98,2002-02-08,2002,0,0,0,0,55,3.4,0.391625,False
Big Fat Liar,Shawn Levy,Frankie Muniz|Paul Giamatti|Amanda Bynes|Amanda Detmer|Donald Faison,Universal Pictures,Comedy|Family,screenplay|film producer|auto|right and justice|liar,88,2002-02-08,2002,15000000,18183920,52970014,64213502,95,5.7,0.416292,False
Heaven,Tom Tykwer,Cate Blanchett|Giovanni Ribisi|Remo Girone|Stefania Rocca|Alessandro Sperduti,Miramax Films|Mirage Enterprises|X-Filme Creative Pool,Drama|Thriller|Romance|Crime,suicide|bomb|assassination|sex|terrorist,96,2002-02-06,2002,11000000,13334875,0,0,25,6.9,0.31606100000000004,True
Collateral Damage,Andrew Davis,Arnold Schwarzenegger|Francesca Neri|Elias Koteas|Cliff Curtis|John Turturro,David Foster Productions|Bel Air Entertainment|Warner Bros.|Hacienda Productions,Action|Thriller|Drama,terrorist|fbi|colombia|firemen|revenge,108,2002-02-06,2002,85000000,103042218,78382433,95019997,242,5.5,1.216798,True
The Hunchback of Notre Dame II,Bradley Raymond,Tom Hulce|Jennifer Love Hewitt|Kevin Kline|Michael McKean|Demi Moore,Walt Disney Pictures|Walt Disney Television Animation|Walt Disney Animation Japan,Adventure|Animation|Family|Romance,clock tower|robbery|wretch|sequel|travelling circus,68,2002-02-05,2002,0,0,0,0,77,5.2,1.255939,True
Rabbit-Proof Fence,Phillip Noyce,Everlyn Sampi|Tianna Sansbury|Laura Monaghan|Kenneth Branagh|David Gulpilil,Showtime Australia|Australian Film Finance Corporation (AFFC)|Rumbalara Films|Olsen Levy,Adventure|Drama|Action|History,child abuse|sister sister relationship|prosecution|australia|approved school ,94,2002-02-04,2002,0,0,0,0,38,6.7,0.34691500000000003,False
2009 ë¡œìŠ¤íŠ¸ë©”ëª¨ë¦¬ì¦ˆ,Si-myung Lee,Jang Dong-gun|Toru Nakamura|Seo Jin-ho|Shin Goo|Ahn Gil-kang,Indecom Cinema,Action|Drama|Foreign|Science Fiction|Thriller,japan|resistance|artifact|korea,136,2002-02-01,2002,0,0,0,0,10,4.2,0.166284,False
Slackers,Dewey Nicks,Jason Segel|Devon Sawa|Jason Schwartzman|Jaime King|Laura Prepon,Sony Pictures|Screen Gems,Comedy|Romance,male nudity|drug abuse|job interview|eavesdropping|fall,86,2002-02-01,2002,14000000,16971659,6413915,7775341,29,5.7,0.645437,False
Rose Red,Craig R. Baxley,Nancy Travis|Matt Keeslar|Kimberly J. Brown|David Dukes|Judith Ivey,Greengrass Productions,Drama|Horror|Thriller,upper class|professor|haunted house|psychic power,254,2002-01-26,2002,0,0,0,0,44,6.7,0.26816100000000004,False
A Walk to Remember,Adam Shankman,Mandy Moore|Shane West|Peter Coyote|Daryl Hannah|Lauren German,Pandora Pictures|Warner Bros.,Drama|Family|Romance,based on novel|theatre group|north carolina|theatre milieu|high school,101,2002-01-25,2002,11000000,13334875,41227069,49977984,582,7.3,1.297822,True
Madea's Family Reunion,Tyler Perry,Tyler Perry|Blair Underwood|Lynn Whitfield|Boris Kodjoe|Lisa Arrindell,,Comedy,,0,2002-01-25,2002,6000000,7273568,0,0,49,5.9,0.37151,False
The Mothman Prophecies,Mark Pellington,Richard Gere|Laura Linney|Will Patton|Bob Tracey|Debra Messing,Lakeshore Entertainment,Drama|Mystery|Thriller|Horror,dream|hallucination|alien life-form|tumor|hospital,119,2002-01-25,2002,32000000,38792364,55157539,66865355,135,5.9,0.5076,False
Kung Pow: Enter the Fist,Steve Oedekerk,Hui Lou Chen|Tad Horino|Liu Chia-Yung|Steve Oedekerk|Jennifer Tung,Twentieth Century Fox Film Corporation|O Entertainment,Action|Comedy,loss of family|loss of parents|supernatural powers|invulnerability|spoof,81,2002-01-25,2002,0,0,0,0,71,5.9,0.17763099999999898,False
The Count of Monte Cristo,Kevin Reynolds,Jim Caviezel|Guy Pearce|Richard Harris|James Frain|Dagmara DomiÅ„czyk,Spyglass Entertainment|World 2000 Entertainment|Count of Monte Cristo Ltd.|Touchstone Pictures,Action|Adventure|Drama|Thriller,loss of lover|lover (female)|ex-lover|torture|napoleon bonaparte,131,2002-01-23,2002,0,0,75395048,91398505,278,7.1,0.41480500000000003,False
Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,Michael Vejar,Dylan Neal|Andreas Katsulas|Alex Zahara|Myriam Sirois|Dean Marshall,Babylonian Productions|Sci-Fi Channel|Legendary Films Inc.,Science Fiction|Adventure|Action,,90,2002-01-19,2002,0,0,0,0,12,6.3,0.188773,False
Repli-Kate,Frank Longo,Ali Landry|James Roday|Desmond Askew|Eugene Levy|Todd Robert Anderson,Helkon Media AG|Zide-Perry Productions|Silver Nitrate Pictures,Comedy|Science Fiction,female nudity|clone|journalist|experiment with human beings|perfectionist,96,2002-01-18,2002,4000000,4849045,0,0,17,5.3,0.18939,False
Liberty Stands Still,Kari Skogland,Wesley Snipes|Linda Fiorentino|Tanya Allen|Hart Bochner|Terry Chen,Lions Gate Films|Cinerenta Medienbeteiligungs KG|Pearl Pictures|Still Productions,Drama|Thriller,defense industry|loss of daughter|suspense|woman director,96,2002-01-18,2002,11000000,13334875,0,0,26,5.6,0.34718000000000004,False
Long Time Dead,Marcus Adams,Joe Absolom|Lara Belmont|Melanie Gutteridge|Lukas Haas|James Hillier,Film Council|StudioCanal|Midfield Films|Canal+|Working Title Films,Horror|Thriller,horror|ouija|spirit|game,94,2002-01-18,2002,0,0,13102295,15883406,13,4.7,0.313857,False
Snow Dogs,Brian Levant,James Coburn|SisqÃ³|Nichelle Nichols|Cuba Gooding Jr.|M. Emmet Walsh,Walt Disney Pictures,Adventure|Comedy|Family,adoption|log cabin|alaska|sled dogs,99,2002-01-18,2002,33000000,40004625,0,0,101,5.3,0.49930699999999995,False
The Kid Stays in the Picture,Nanette Burstein|Brett Morgen,Robert Evans|Eddie Albert|Francis Ford Coppola|Catherine Deneuve,Ministry of Propaganda Films|Woodland Pictures LLC|Highway Films,Documentary,cocaine|arranged marriage|love|hollywood|woman director,93,2002-01-18,2002,40000,48490,1434436,1738911,10,7.4,0.017708,True
Bloody Sunday,Paul Greengrass,James Nesbitt|Allan Gildea|Gerard Crossan|Mary Moulds|Carmel McCallion,Portman Entertainment Group|BÃ³rd ScannÃ¡n na hÃ‰ireann|Hell's Kitchen Films|Granada Television,Action|Adventure|Drama|History,northern ireland|independent film|civil rights,107,2002-01-16,2002,0,0,773228,937354,30,6.3,0.293428,False
Buying the Cow,Walt Becker,Jerry O'Connell|Bridgette Wilson|Ryan Reynolds|Alyssa Milano|Bill Bellamy,Destination Films,Comedy|Romance,sex|girlfriend|engagement|love|friends,88,2002-01-14,2002,0,0,0,0,10,5.7,0.219852,False
Narc,Joe Carnahan,Jason Patric|Ray Liotta|Chi McBride|Busta Rhymes|Lloyd Adams,Paramount Pictures|Lions Gate Films|Cruise/Wagner Productions,Action|Crime|Drama|Thriller,assertion|investigation|internal affairs|narcotics cop,105,2002-01-14,2002,6500000,7879699,12633747,15315403,61,6.2,0.400097,False
May,Lucky McKee,Angela Bettis|Jeremy Sisto|Anna Faris|James Duval|Nichole Hiltz,A Loopy Production LLC|2 Loop Films,Drama|Horror|Thriller|Romance,difficult childhood|lonelyness|psychoterror|murder|artificial,93,2002-01-13,2002,500000,606130,150277,182175,52,5.9,0.342912,False
The Good Girl,Miguel Arteta,Jennifer Aniston|Jake Gyllenhaal|Zooey Deschanel|John C. Reilly|Deborah Rush,Fox Searchlight Pictures|Hungry Eye Lowland Pictures B.V.|Flan de Coco Films,Drama|Comedy|Romance,suicide|sex|jealousy|dream|blackmail,93,2002-01-12,2002,8000000,9698091,16856124,20434028,98,5.8,1.182695,False
Gerry,Gus Van Sant,Casey Affleck|Matt Damon,Epsilon Motion Pictures|Tango Films|My Cactus,Mystery|Drama|Adventure,desperation|highway|wilderness|getting lost|friendship,103,2002-01-12,2002,3500000,4242914,0,0,31,5.9,0.269624,False
Secretary,Steven Shainberg,James Spader|Maggie Gyllenhaal|Jeremy Davies|Lesley Ann Warren|Stephen McHattie,Slough Pond|double A Films,Comedy|Drama|Romance,suicide|clerk|fetish|sadomasochism|lawyer,104,2002-01-11,2002,0,0,9304609,11279618,213,6.7,1.038507,False
Biggie and Tupac,Nick Broomfield,Tupac Shakur|Nick Broomfield|The Notorious B.I.G.|Russell Poole,,Documentary,rap|hip-hop|rap music,107,2002-01-11,2002,0,0,0,0,18,6.3,0.063581,True
Orange County,Jake Kasdan,Colin Hanks|Jack Black|Schuyler Fisk|Bret Harrison|Kyle Howard,Paramount Pictures|MTV Films,Comedy|Drama,surfer|province|death of a friend|idol|change,82,2002-01-10,2002,0,0,0,0,50,6.0,0.23975500000000002,False
D-Tox,Jim Gillespie,Sylvester Stallone|Courtney B. Vance|Tom Berenger|Charles S. Dutton|Jeffrey Wright,Universal Pictures,Action|Thriller,alcoholism|serial killer|hospital|police officer|detox,96,2002-01-04,2002,55000000,66674376,6416302,7778235,60,5.8,1.039674,False
Snow Queen,David Wu,Bridget Fonda|Chelsea Hobbs|Jeremy Guilbaut|Robert Wisden,,Adventure|Fantasy|Science Fiction|Family,,180,2002-01-04,2002,0,0,0,0,10,5.6,0.710064,False
Highway,James Cox,Jake Gyllenhaal|Selma Blair|Jared Leto|John C. McGinley,Alex Entertainment Inc.,Action|Adventure|Drama,road movie,97,2002-01-01,2002,14000000,16971659,0,0,21,5.6,0.174183,False
Salton Sea,D.J. Caruso,Val Kilmer|Vincent D'Onofrio|Adam Goldberg|Luis GuzmÃ¡n|Doug Hutchison,Castle Rock Entertainment|Darkwoods Productions,Drama|Mystery|Thriller,dual identity|identity|war on drugs|jazz musician|drug scene,103,2002-01-01,2002,18000000,21820705,676698,820334,35,6.8,0.427389,False
Morvern Callar,Lynne Ramsay,Samantha Morton|Kathleen McDermott|Linda McGuire|James Wilson|Dolly Wells,Company Pictures,Drama|Foreign,independent film|woman director,97,2002-01-01,2002,0,0,0,0,12,7.0,0.143573,False
Rabbits,David Lynch,Scott Coffey|Rebekah Del Rio|Laura Harring|Naomi Watts,,Comedy|Drama|Fantasy,,42,2002-01-01,2002,0,0,0,0,21,6.2,0.134028,False
Is It College Yet?,Karen Disher,Tracy Grandstaff|Wendy Hoopes,,Animation|Comedy,,90,2002-01-01,2002,0,0,0,0,14,7.2,0.009266,False
Winnie the Pooh: A Very Merry Pooh Year,Gary Katona|Ed Wexler,Jim Cummings|Peter Cullen|John Fiedler,,Animation|Family,,65,2002-01-01,2002,0,0,0,0,14,7.4,0.77751,False
Get a Clue,Maggie Greenwald,Lindsay Lohan|Bug Hall|Ian Gomez|Brenda Song|Charles Shaughnessy,,Comedy|Family|Mystery|TV Movie,amateur detective|teenager|missing person|woman director,83,2002-01-01,2002,0,0,0,0,33,4.8,0.244263,False
Better Luck Tomorrow,Justin Lin,Parry Shen|Jason Tobin|Sung Kang|Karin Anna Cheung|Roger Fan,,Crime|Drama,,101,2002-01-01,2002,0,0,0,0,13,6.6,0.147215,False
Mike's New Car,Pete Docter|Roger Gould,Billy Crystal|John Goodman,Pixar Animation Studios,Animation|Family,pixar animated short|car,4,2001-12-31,2001,0,0,0,0,82,6.8,1.125434,True
Black Hawk Down,Ridley Scott,Josh Hartnett|Ewan McGregor|Jason Isaacs|Tom Sizemore|William Fichtner,Jerry Bruckheimer Films|Revolution Studios|Scott Free Productions,Action|History|War,prisoner of war|wound|somalia|warlord|famine,144,2001-12-28,2001,92000000,113296906,172989651,213034699,1201,7.1,1.735123,False
I Am Sam,Jessie Nelson,Sean Penn|Michelle Pfeiffer|Dakota Fanning|Dianne Wiest|Marin Hinkle,New Line Cinema,Drama,foster parents|pro bono|new baby|social services|learning,132,2001-12-28,2001,22000000,27092738,40270895,49593128,292,7.2,0.731548,False
Mean Machine,Barry Skolnick,Vinnie Jones|David Kelly|David Hemmings|Ralph Brown|Vas Blackwood,SKA Films,Comedy|Drama,prison|sport|amateur soccer|soccer coach,99,2001-12-26,2001,0,0,0,0,80,6.1,0.381873,False
The Lost World,Stuart Orme,Bob Hoskins|James Fox|Tom Ward|Matthew Rhys|Elaine Cassidy,BBC|A&E Television Networks|RTL,Adventure|Fantasy|Science Fiction,based on novel|dinosaur|sir arthur conan doyle|lost continent,150,2001-12-25,2001,0,0,0,0,11,6.4,0.080857,False
Kate & Leopold,James Mangold,Meg Ryan|Hugh Jackman|Liev Schreiber|Breckin Meyer|Natasha Lyonne,Miramax Films|Konrad Pictures,Comedy|Fantasy|Romance|Science Fiction,lover (female)|love of one's life|time travel|kiss|past,118,2001-12-25,2001,0,0,0,0,248,5.8,0.883228,False
Jimmy Neutron: Boy Genius,John A. Davis,Debi Derryberry|Megan Cavanagh|Mark DeCarlo|Jeffrey Garcia|Patrick Stewart,Nickelodeon Movies|Universal Cartoon Studios|Paramount Animation,Adventure|Fantasy|Animation|Action|Comedy,showdown|gi|villain|genius|comic,83,2001-12-21,2001,25000000,30787202,80936232,99672007,139,5.5,1.213215,False
Joe Somebody,John Pasquin,Tim Allen|Julie Bowen|Kelly Lynch|Greg Germann|Jim Belushi,20th Century Fox|Regency Enterprises,Comedy,profession|karate|daughter|befÃ¶rderung|ex-wife,99,2001-12-21,2001,38000000,46796548,0,0,14,5.5,0.22767199999999999,False
The Majestic,Frank Darabont,Jim Carrey|Martin Landau|Laurie Holden|David Ogden Stiers|Hal Holbrook,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Darkwoods Productions,Drama|Romance,california|falsely accused person|prosecution|anti-communism|hollywood,152,2001-12-21,2001,72000000,88667144,37317558,45956129,82,6.5,0.472538,False
How High,Jesse Dylan,Method Man|Redman|Obba BabatundÃ©|Mike Epps|Anna Maria Horsford,Universal Pictures|Jersey Films|Native Pictures Productions,Comedy,carpet|pimp|harvard university|joint|cannabis,93,2001-12-21,2001,12000000,14777857,31155435,38367547,126,6.5,0.499301,True
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,WingNut Films|New Line Cinema|The Saul Zaentz Company,Adventure|Fantasy|Action,elves|dwarves|orcs|middle-earth (tolkien)|hobbits,178,2001-12-18,2001,93000000,114528394,871368364,1073079785,6079,7.8,8.575419,True
The Shipping News,Lasse HallstrÃ¶m,Kevin Spacey|Julianne Moore|Cate Blanchett|Judi Dench|Pete Postlethwaite,Miramax Films,Drama|Romance,sex|adultery|based on novel|fishing|isolation,111,2001-12-18,2001,0,0,0,0,48,6.3,0.605017,False
